sent,headline,param_awareness_level,param_awareness_type,standardized_type,counties,counties_status,weather_pattern,headline_category
2022-02-24 09:38:55+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-02-24 12:37:54+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-02-24 12:50:01+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-02-24 18:14:22+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-02-24 18:23:12+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-02-24 18:23:45+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-02-24 18:49:16+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-07 08:50:21+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-07 11:08:19+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-07 13:56:42+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-07 18:34:46+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-07 23:05:04+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-07 23:06:42+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-08 05:30:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-08 10:26:53+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-08 10:42:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-08 11:55:48+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-08 17:42:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-08 18:41:39+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-08 22:49:45+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 05:36:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 12:38:18+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 15:08:20+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 15:09:54+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 15:39:31+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 17:11:36+00:00, warning for ,3; orange; Severe,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 19:05:00+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 19:22:32+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 19:44:39+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-09 22:57:45+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-10 05:29:53+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-10 05:45:08+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-11 11:13:17+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-11 12:28:50+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-11 12:29:24+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-11 16:56:11+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-11 21:02:30+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-11 22:11:36+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-12 05:17:26+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-12 10:37:04+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-12 12:11:38+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-12 17:09:01+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-12 23:15:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-03-13 05:38:25+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-05 11:59:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-05 22:28:21+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-06 04:08:57+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-06 04:29:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-06 07:57:26+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-06 08:22:57+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-06 10:03:00+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-06 11:20:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-10 09:32:26+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-10 10:28:34+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-10 16:08:55+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-10 22:11:32+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-15 20:11:42+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-15 22:00:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-15 23:50:22+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-16 16:20:42+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-16 22:02:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-17 04:15:24+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-17 10:22:54+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-30 08:20:37+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-30 11:06:11+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-30 16:10:44+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-04-30 22:22:45+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-05-07 04:27:22+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-05-07 05:22:00+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-05-16 13:39:05+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-05-16 16:28:35+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-05-17 17:39:21+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-23 07:49:30+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-23 10:40:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-23 10:52:40+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-23 10:54:49+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-23 11:21:03+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-23 12:32:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-23 17:35:45+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-23 22:26:23+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 04:37:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 10:09:16+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 16:43:04+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 16:47:52+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 17:03:09+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 19:54:01+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 20:01:49+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 20:11:28+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 20:19:33+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-24 22:17:55+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 04:50:17+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 04:51:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 05:40:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 07:03:53+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 10:53:48+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 11:04:27+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 11:22:24+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 12:41:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 15:52:01+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 16:29:31+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-25 21:15:49+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-27 08:45:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-27 11:42:44+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-27 16:16:57+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-27 22:17:40+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-28 04:08:57+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-28 06:55:54+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-28 07:10:56+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-06-28 07:12:32+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-15 08:50:41+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-17 08:30:59+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-17 16:03:14+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-18 04:45:33+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-18 19:23:19+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-18 22:14:09+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-19 04:42:58+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-19 08:33:46+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-19 08:35:42+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-19 11:16:10+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
2022-07-19 11:19:02+00:00, warning for ,2; yellow; Moderate,,nan,All,Has Data,No weather pattern found,Invalid Event (Warning for only)
