event_key,Issue Time,issue_count,first_issue,last_issue,Valid From,Valid To,warning_type,warning_text,location,warning_colour
2021-02-22 20:07:10+00:00_2021-02-23 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-02-22 20:07:10+00:00,1,2021-02-22 20:07:10+00:00,2021-02-22 20:07:10+00:00,2021-02-22 20:07:10+00:00,2021-02-23 18:00:00+00:00,Yellow Wind,"South to southwest winds will reach mean wind speeds of 50 to 65km/h, with gusts of 90 to 110km/h. Where winds are onshore there is a risk of coastal flooding.",Ireland,Yellow
"2021-02-22 20:07:10+00:00_2021-02-23 21:00:00+00:00_Yellow Rain_Yellow_Leinster, Cavan, Monaghan, Clare, Limerick, Connacht",2021-02-22 20:07:10+00:00,1,2021-02-22 20:07:10+00:00,2021-02-22 20:07:10+00:00,2021-02-22 20:07:10+00:00,2021-02-23 21:00:00+00:00,Yellow Rain,"Heavy rain on Monday night and Tuesday will lead to some river flooding and localised surface flooding. Rainfall totals of 30 to 50mm, higher in mountainous regions.","Leinster, Cavan, Monaghan, Clare, Limerick, Connacht",Yellow
"2021-02-23 16:22:43+00:00_2021-02-23 21:00:00+00:00_Orange Rain_Orange_Cork, Kerry, Tipperary, Waterford",2021-02-23 16:23:05+00:00,1,2021-02-23 16:23:05+00:00,2021-02-23 16:23:05+00:00,2021-02-23 16:22:43+00:00,2021-02-23 21:00:00+00:00,Orange Rain,"Very heavy rain on Monday night and Tuesday will likely cause further river flooding and surface water flooding. Rainfall totals of 50 to 80mm, higher in mountainous regions.","Cork, Kerry, Tipperary, Waterford",Orange
2021-02-23 16:23:05+00:00_2021-02-23 18:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-02-23 16:23:05+00:00,1,2021-02-23 16:23:05+00:00,2021-02-23 16:23:05+00:00,2021-02-23 16:23:05+00:00,2021-02-23 18:00:00+00:00,Yellow Wind,"South to southwest winds will reach mean wind speeds of 50 to 65km/h, with gusts of 90 to 110km/h. Where winds are onshore there is a risk of coastal flooding.",Ireland,Yellow
"2021-02-23 16:23:05+00:00_2021-02-23 21:00:00+00:00_Yellow Rain_Yellow_Carlow, Kilkenny, Wexford, Wicklow, Limerick",2021-02-23 16:23:05+00:00,1,2021-02-23 16:23:05+00:00,2021-02-23 16:23:05+00:00,2021-02-23 16:23:05+00:00,2021-02-23 21:00:00+00:00,Yellow Rain,"Updated: Rain, heavy at times, will continue Tuesday evening leading to some river flooding and localised surface flooding.","Carlow, Kilkenny, Wexford, Wicklow, Limerick",Yellow
"2021-03-01 13:48:11+00:00_2021-03-02 10:00:00+00:00_Yellow fog_Yellow_Cavan, Donegal, Monaghan, Dublin, Kildare, Longford, Louth, Meath, Offaly, Westmeath, Leitrim, Roscommon, Sligo",2021-03-01 13:48:11+00:00,1,2021-03-01 13:48:11+00:00,2021-03-01 13:48:11+00:00,2021-03-01 13:48:11+00:00,2021-03-02 10:00:00+00:00,Yellow fog,Dense fog in places leading to hazardous driving conditions.,"Cavan, Donegal, Monaghan, Dublin, Kildare, Longford, Louth, Meath, Offaly, Westmeath, Leitrim, Roscommon, Sligo",Yellow
"2021-03-08 14:09:33+00:00_2021-03-11 06:00:00+00:00_Yellow Wind_Yellow_Clare, Cork, Kerry, Limerick, Waterford, Galway, Wexford",2021-03-08 14:09:33+00:00,1,2021-03-08 14:09:33+00:00,2021-03-08 14:09:33+00:00,2021-03-08 14:09:33+00:00,2021-03-11 06:00:00+00:00,Yellow Wind,"Wednesday afternoon through Wednesday night, southwest to west winds will reach mean wind speeds of 50 to 65 km/h, with gusts ranging 80 to 110km/h, higher in exposed locations. ","Clare, Cork, Kerry, Limerick, Waterford, Galway, Wexford",Yellow
"2021-03-08 14:11:46+00:00_2021-03-11 06:00:00+00:00_Yellow Wind_Yellow_Clare, Cork, Kerry, Limerick, Waterford, Galway, Wexford",2021-03-08 14:11:46+00:00,1,2021-03-08 14:11:46+00:00,2021-03-08 14:11:46+00:00,2021-03-08 14:11:46+00:00,2021-03-11 06:00:00+00:00,Yellow Wind,"Wednesday afternoon through Wednesday night, southwest to west winds will reach mean wind speeds of 50 to 65 km/h, with gusts ranging 80 to 110km/h, higher in exposed locations. ","Clare, Cork, Kerry, Limerick, Waterford, Galway, Wexford",Yellow
2021-03-09 09:39:10+00:00_2021-03-11 07:00:00+00:00_Yellow Wind_Yellow_Ireland,2021-03-09 09:39:10+00:00,1,2021-03-09 09:39:10+00:00,2021-03-09 09:39:10+00:00,2021-03-09 09:39:10+00:00,2021-03-11 07:00:00+00:00,Yellow Wind,"Becoming very windy from Wednesday afternoon through until Thursday morning. Southwest winds, veering westerly will gust 90 to 110km/h generally, higher at times on hills and coasts in the south and west with a risk of some wave overtopping.",Ireland,Yellow
"2021-03-10 13:11:54+00:00_2021-03-11 07:00:00+00:00_Yellow Wind_Yellow_Leinster, Munster, Connacht",2021-03-10 13:11:54+00:00,1,2021-03-10 13:11:54+00:00,2021-03-10 13:11:54+00:00,2021-03-10 13:11:54+00:00,2021-03-11 07:00:00+00:00,Yellow Wind,"Strong to gale force southwesterly winds, veering westerly will reach mean speeds of 50 to 65km/h with gusts of 90 to 110km/h and a risk of some wave overtopping in coastal areas.","Leinster, Munster, Connacht",Yellow
"2021-03-10 13:13:15+00:00_2021-03-11 07:00:00+00:00_Yellow Wind_Yellow_Leinster, Munster, Connacht",2021-03-10 13:13:15+00:00,1,2021-03-10 13:13:15+00:00,2021-03-10 13:13:15+00:00,2021-03-10 13:13:15+00:00,2021-03-11 07:00:00+00:00,Yellow Wind,"Strong to gale force southwesterly winds, veering westerly will reach mean speeds of 50 to 65km/h with gusts of 90 to 110km/h and a risk of some wave overtopping in coastal areas.","Leinster, Munster, Connacht",Yellow
"2021-03-10 13:14:16+00:00_2021-03-11 07:00:00+00:00_Yellow Wind_Yellow_Leinster, Munster, Connacht",2021-03-10 13:14:16+00:00,1,2021-03-10 13:14:16+00:00,2021-03-10 13:14:16+00:00,2021-03-10 13:14:16+00:00,2021-03-11 07:00:00+00:00,Yellow Wind,"Strong to gale force southwesterly winds, veering westerly will reach mean speeds of 50 to 65km/h with gusts of 90 to 110km/h and a risk of some wave overtopping in coastal areas.","Leinster, Munster, Connacht",Yellow
"2021-03-10 20:00:00+00:00_2021-03-11 00:00:00+00:00_Orange Wind_Orange_Cork, Kerry",2021-03-10 13:13:15+00:00,2,2021-03-10 13:13:15+00:00,2021-03-10 13:14:16+00:00,2021-03-10 20:00:00+00:00,2021-03-11 00:00:00+00:00,Orange Wind,Southwest to west winds will reach mean speeds of 65 to 80km/h with damaging gusts to 120km/h for a time early tonight with some wave overtopping. ,"Cork, Kerry",Orange
"2021-03-10 20:00:00+00:00_2021-03-13 13:30:00+00:00_Orange Wind_Orange_Cork, Kerry",2021-03-10 13:11:54+00:00,1,2021-03-10 13:11:54+00:00,2021-03-10 13:11:54+00:00,2021-03-10 20:00:00+00:00,2021-03-13 13:30:00+00:00,Orange Wind,Southwest to west winds will reach mean speeds of 65 to 80km/h with damaging gusts to 120km/h for a time early tonight with some wave overtopping. ,"Cork, Kerry",Orange
2021-03-12 11:23:52+00:00_2021-03-13 15:00:00+00:00_Yellow Rain_Yellow_Donegal,2021-03-12 11:23:52+00:00,1,2021-03-12 11:23:52+00:00,2021-03-12 11:23:52+00:00,2021-03-12 11:23:52+00:00,2021-03-13 15:00:00+00:00,Yellow Rain,Heavy rain at times during the period. Potential for surface and river flooding. ,Donegal,Yellow
"2021-03-12 15:55:35+00:00_2021-03-13 02:00:00+00:00_Yellow Wind_Yellow_Cork, Kerry",2021-03-12 15:55:35+00:00,1,2021-03-12 15:55:35+00:00,2021-03-12 15:55:35+00:00,2021-03-12 15:55:35+00:00,2021-03-13 02:00:00+00:00,Yellow Wind,"Windy tonight, westerly winds will reach mean speeds of 50 to 65 km/h and gusts of up to 100 km/h in Kerry and west Cork.​","Cork, Kerry",Yellow
2021-03-12 15:55:35+00:00_2021-03-13 15:00:00+00:00_Yellow Rain_Yellow_Donegal,2021-03-12 15:55:35+00:00,1,2021-03-12 15:55:35+00:00,2021-03-12 15:55:35+00:00,2021-03-12 15:55:35+00:00,2021-03-13 15:00:00+00:00,Yellow Rain,Heavy rain at times during the period. Potential for surface and river flooding. ,Donegal,Yellow
"2021-03-16 13:05:42+00:00_2021-03-17 09:00:00+00:00_Yellow fog_Yellow_Cavan, Donegal, Monaghan, Connacht",2021-03-16 13:05:42+00:00,1,2021-03-16 13:05:42+00:00,2021-03-16 13:05:42+00:00,2021-03-16 13:05:42+00:00,2021-03-17 09:00:00+00:00,Yellow fog,Foggy conditions will lead to reduced visibility,"Cavan, Donegal, Monaghan, Connacht",Yellow
"2021-03-26 18:06:37+00:00_2021-03-28 01:00:00+00:00_Yellow Wind_Yellow_Donegal, Galway, Mayo",2021-03-26 18:06:37+00:00,1,2021-03-26 18:06:37+00:00,2021-03-26 18:06:37+00:00,2021-03-26 18:06:37+00:00,2021-03-28 01:00:00+00:00,Yellow Wind,Southwest winds will reach mean speeds of 50 to 65 km/h with gusts of up to 100 km/h.,"Donegal, Galway, Mayo",Yellow
"2021-03-27 10:49:36+00:00_2021-03-28 01:00:00+00:00_Yellow Wind_Yellow_Donegal, Galway, Mayo",2021-03-27 10:49:36+00:00,1,2021-03-27 10:49:36+00:00,2021-03-27 10:49:36+00:00,2021-03-27 10:49:36+00:00,2021-03-28 01:00:00+00:00,Yellow Wind,"Update: Southwest winds will reach mean speeds of 50 to 65 km/h with gusts of up to 100 km/h.

Onshore winds will bring a risk of wave overtopping.","Donegal, Galway, Mayo",Yellow
"2021-03-28 08:32:26+00:00_2021-03-28 17:00:00+00:00_Yellow Wind_Yellow_Donegal, Galway, Mayo",2021-03-28 08:32:26+00:00,1,2021-03-28 08:32:26+00:00,2021-03-28 08:32:26+00:00,2021-03-28 08:32:26+00:00,2021-03-28 17:00:00+00:00,Yellow Wind,"Southwest winds this afternoon will reach mean speeds of 45 to 60 km/h with gusts of up to 100km/h. 
Onshore winds will bring a risk of wave overtopping. ","Donegal, Galway, Mayo",Yellow
"2021-04-03 11:04:06+00:00_2021-04-04 09:00:00+00:00_Yellow fog_Yellow_Cavan, Monaghan, Longford",2021-04-03 11:04:06+00:00,1,2021-04-03 11:04:06+00:00,2021-04-03 11:04:06+00:00,2021-04-03 11:04:06+00:00,2021-04-04 09:00:00+00:00,Yellow fog,Widespread fog - impaired visibility. ,"Cavan, Monaghan, Longford",Yellow
2021-04-03 11:04:06+00:00_2021-04-04 09:00:00+00:00_Yellow fog_Yellow_Connacht,2021-04-03 11:04:06+00:00,1,2021-04-03 11:04:06+00:00,2021-04-03 11:04:06+00:00,2021-04-03 11:04:06+00:00,2021-04-04 09:00:00+00:00,Yellow fog,Widespread fog - impaired visibility. ,Connacht,Yellow
"2021-05-02 09:53:19+00:00_2021-05-03 21:00:00+00:00_Yellow Wind_Yellow_Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",2021-05-02 09:53:19+00:00,1,2021-05-02 09:53:19+00:00,2021-05-02 09:53:19+00:00,2021-05-02 09:53:19+00:00,2021-05-03 21:00:00+00:00,Yellow Wind,"Unseasonably wet and windy.

Southwesterly winds, veering northerly through Monday will reach mean speeds of 50 to 65 km/h with gusts up to 100 km/h, particularly in coastal areas and on higher ground.

Heavy rain in conjunction with the wind will lead to spot flooding with a risk of wave overtopping in coastal areas.","Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",Yellow
"2021-05-02 15:56:40+00:00_2021-05-03 21:00:00+00:00_Yellow Wind_Yellow_Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",2021-05-02 15:56:40+00:00,1,2021-05-02 15:56:40+00:00,2021-05-02 15:56:40+00:00,2021-05-02 15:56:40+00:00,2021-05-03 21:00:00+00:00,Yellow Wind,"Unseasonably wet and windy.

Southwesterly winds, veering northerly through Monday will reach mean speeds of 50 to 65 km/h with gusts up to 100 km/h, particularly in coastal areas and on higher ground.

Heavy rain in conjunction with the wind will lead to spot flooding with a risk of wave overtopping in coastal areas.","Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",Yellow
"2021-05-02 22:10:26+00:00_2021-05-03 21:00:00+00:00_Yellow Wind_Yellow_Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",2021-05-02 22:10:26+00:00,1,2021-05-02 22:10:26+00:00,2021-05-02 22:10:26+00:00,2021-05-02 22:10:26+00:00,2021-05-03 21:00:00+00:00,Yellow Wind,"Unseasonably wet and windy.

Southwesterly winds, veering northerly through Monday will reach mean speeds of 50 to 65 km/h with gusts up to 100 km/h, particularly in coastal areas and on higher ground.

Heavy rain in conjunction with the wind will lead to spot flooding with a risk of wave overtopping in coastal areas.","Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",Yellow
"2021-05-03 04:40:12+00:00_2021-05-03 21:00:00+00:00_Yellow Wind_Yellow_Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",2021-05-03 04:40:12+00:00,1,2021-05-03 04:40:12+00:00,2021-05-03 04:40:12+00:00,2021-05-03 04:40:12+00:00,2021-05-03 21:00:00+00:00,Yellow Wind,"Unseasonably wet and windy.

Southwesterly winds, veering northerly through Monday will reach mean speeds of 50 to 65 km/h with gusts up to 100 km/h, particularly in coastal areas and on higher ground.

Heavy rain in conjunction with the wind will lead to spot flooding with a risk of wave overtopping in coastal areas.","Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",Yellow
"2021-05-03 12:32:45+00:00_2021-05-03 21:00:00+00:00_Yellow Wind_Yellow_Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",2021-05-03 12:32:45+00:00,1,2021-05-03 12:32:45+00:00,2021-05-03 12:32:45+00:00,2021-05-03 12:32:45+00:00,2021-05-03 21:00:00+00:00,Yellow Wind,"Unseasonably wet and windy.

Southwesterly winds, veering northerly through Monday will reach mean speeds of 50 to 65 km/h with gusts up to 100 km/h, particularly in coastal areas and on higher ground.

Heavy rain in conjunction with the wind will lead to spot flooding with a risk of wave overtopping in coastal areas.","Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",Yellow
"2021-05-03 12:55:06+00:00_2021-05-03 21:00:00+00:00_Yellow Wind_Yellow_Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",2021-05-03 12:55:06+00:00,1,2021-05-03 12:55:06+00:00,2021-05-03 12:55:06+00:00,2021-05-03 12:55:06+00:00,2021-05-03 21:00:00+00:00,Yellow Wind,"Unseasonably wet and windy.

Southwesterly winds, veering northerly through Monday will reach mean speeds of 50 to 65 km/h with gusts up to 100 km/h, particularly in coastal areas and on higher ground.

Heavy rain in conjunction with the wind will lead to spot flooding with a risk of wave overtopping in coastal areas.","Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",Yellow
"2021-05-03 16:36:57+00:00_2021-05-03 21:00:00+00:00_Yellow Wind_Yellow_Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",2021-05-03 16:36:57+00:00,1,2021-05-03 16:36:57+00:00,2021-05-03 16:36:57+00:00,2021-05-03 16:36:57+00:00,2021-05-03 21:00:00+00:00,Yellow Wind,"Unseasonably wet and windy.

Southwesterly winds, veering northerly through Monday will reach mean speeds of 50 to 65 km/h with gusts up to 100 km/h, particularly in coastal areas and on higher ground.

Heavy rain in conjunction with the wind will lead to spot flooding with a risk of wave overtopping in coastal areas.","Clare, Cork, Kerry, Limerick, Waterford, Donegal, Galway, Leitrim, Mayo, Sligo, Wexford",Yellow
"2021-05-07 10:10:16+00:00_2021-05-08 07:00:00+00:00_Yellow Rain_Yellow_Cork, Waterford",2021-05-07 10:10:16+00:00,1,2021-05-07 10:10:16+00:00,2021-05-07 10:10:16+00:00,2021-05-07 10:10:16+00:00,2021-05-08 07:00:00+00:00,Yellow Rain,Heavy rainfall overnight (Friday night) will bring 20mm to 30mm of rainfall over a short period of time which may cause localised flooding. ,"Cork, Waterford",Yellow
"2021-05-07 18:23:42+00:00_2021-05-08 07:00:00+00:00_Yellow Rain_Yellow_Cork, Waterford",2021-05-07 18:23:42+00:00,1,2021-05-07 18:23:42+00:00,2021-05-07 18:23:42+00:00,2021-05-07 18:23:42+00:00,2021-05-08 07:00:00+00:00,Yellow Rain,Heavy rainfall overnight (Friday night) will bring 20mm to 30mm of rainfall over a short period of time which may cause localised flooding. ,"Cork, Waterford",Yellow
"2021-05-07 18:23:42+00:00_2021-05-08 07:00:00+00:00_Yellow Wind_Yellow_Donegal, Galway, Mayo",2021-05-07 18:23:42+00:00,1,2021-05-07 18:23:42+00:00,2021-05-07 18:23:42+00:00,2021-05-07 18:23:42+00:00,2021-05-08 07:00:00+00:00,Yellow Wind,"East to southeast winds reaching mean speeds 50-65 km/hr gusts to 90 km/hr, mainly in coastal areas","Donegal, Galway, Mayo",Yellow
"2021-05-07 19:27:39+00:00_2021-05-08 07:00:00+00:00_Yellow Rain_Yellow_Cork, Waterford",2021-05-07 19:27:39+00:00,1,2021-05-07 19:27:39+00:00,2021-05-07 19:27:39+00:00,2021-05-07 19:27:39+00:00,2021-05-08 07:00:00+00:00,Yellow Rain,Heavy rainfall overnight (Friday night) will bring 20mm to 30mm of rainfall over a short period of time which may cause localised flooding. ,"Cork, Waterford",Yellow
"2021-05-07 19:27:39+00:00_2021-05-08 07:00:00+00:00_Yellow Wind_Yellow_Donegal, Galway, Mayo",2021-05-07 19:27:39+00:00,1,2021-05-07 19:27:39+00:00,2021-05-07 19:27:39+00:00,2021-05-07 19:27:39+00:00,2021-05-08 07:00:00+00:00,Yellow Wind,"East to southeast winds reaching mean speeds 50-65 km/hr gusts to 90 km/hr, mainly in coastal areas","Donegal, Galway, Mayo",Yellow
"2021-05-07 22:05:30+00:00_2021-05-08 07:00:00+00:00_Yellow Rain_Yellow_Cork, Waterford",2021-05-07 22:05:30+00:00,1,2021-05-07 22:05:30+00:00,2021-05-07 22:05:30+00:00,2021-05-07 22:05:30+00:00,2021-05-08 07:00:00+00:00,Yellow Rain,Heavy rainfall overnight (Friday night) will bring 20mm to 30mm of rainfall over a short period of time which may cause localised flooding. ,"Cork, Waterford",Yellow
"2021-05-07 22:05:30+00:00_2021-05-08 07:00:00+00:00_Yellow Wind_Yellow_Donegal, Galway, Mayo",2021-05-07 22:05:30+00:00,1,2021-05-07 22:05:30+00:00,2021-05-07 22:05:30+00:00,2021-05-07 22:05:30+00:00,2021-05-08 07:00:00+00:00,Yellow Wind,"East to southeast winds reaching mean speeds 50-65 km/hr gusts to 90 km/hr, mainly in coastal areas","Donegal, Galway, Mayo",Yellow
"2021-05-08 04:11:25+00:00_2021-05-08 07:00:00+00:00_Yellow Rain_Yellow_Cork, Waterford",2021-05-08 04:11:25+00:00,1,2021-05-08 04:11:25+00:00,2021-05-08 04:11:25+00:00,2021-05-08 04:11:25+00:00,2021-05-08 07:00:00+00:00,Yellow Rain,Heavy rainfall overnight (Friday night) will bring 20mm to 30mm of rainfall over a short period of time which may cause localised flooding. ,"Cork, Waterford",Yellow
"2021-05-08 04:11:25+00:00_2021-05-08 07:00:00+00:00_Yellow Wind_Yellow_Donegal, Galway, Mayo",2021-05-08 04:11:25+00:00,1,2021-05-08 04:11:25+00:00,2021-05-08 04:11:25+00:00,2021-05-08 04:11:25+00:00,2021-05-08 07:00:00+00:00,Yellow Wind,"East to southeast winds reaching mean speeds 50-65 km/hr gusts to 90 km/hr, mainly in coastal areas","Donegal, Galway, Mayo",Yellow
"2021-05-08 04:20:51+00:00_2021-05-08 07:00:00+00:00_Yellow Rain_Yellow_Cork, Waterford",2021-05-08 04:20:51+00:00,1,2021-05-08 04:20:51+00:00,2021-05-08 04:20:51+00:00,2021-05-08 04:20:51+00:00,2021-05-08 07:00:00+00:00,Yellow Rain,Heavy rainfall overnight (Friday night) will bring 20mm to 30mm of rainfall over a short period of time which may cause localised flooding. ,"Cork, Waterford",Yellow
"2021-05-08 04:20:51+00:00_2021-05-08 07:00:00+00:00_Yellow Wind_Yellow_Donegal, Galway, Mayo",2021-05-08 04:20:51+00:00,1,2021-05-08 04:20:51+00:00,2021-05-08 04:20:51+00:00,2021-05-08 04:20:51+00:00,2021-05-08 07:00:00+00:00,Yellow Wind,"East to southeast winds reaching mean speeds 50-65 km/hr gusts to 90 km/hr, mainly in coastal areas","Donegal, Galway, Mayo",Yellow
"2021-05-08 04:30:08+00:00_2021-05-08 07:00:00+00:00_Yellow Rain_Yellow_Cork, Waterford",2021-05-08 04:30:08+00:00,1,2021-05-08 04:30:08+00:00,2021-05-08 04:30:08+00:00,2021-05-08 04:30:08+00:00,2021-05-08 07:00:00+00:00,Yellow Rain,Heavy rainfall overnight (Friday night) will bring 20mm to 30mm of rainfall over a short period of time which may cause localised flooding. ,"Cork, Waterford",Yellow
