id,name,irish_name,county,country,type
13343,Clonfert South,Cluain Fearta Theas,Galway,Republic of Ireland,Townland
13344,Clonfert South,,Kildare,Republic of Ireland,Townland
13345,Clonfinane,Cluain Fionnáin,Tipperary,Republic of Ireland,Townland
13346,Clonfinlough,Cluain Fionnlocha,Offaly,Republic of Ireland,Town/Village
13347,Clonfinnan,Cluain Fionnáin,Meath,Republic of Ireland,Townland
13348,Clonfree,Cluain Fraoigh,Tipperary,Republic of Ireland,Townland
13349,Clongaddy,,Wexford,Republic of Ireland,Townland
13350,Clongall,,Meath,Republic of Ireland,Townland
13351,Clonganhue,Cluain Gainiú,Tipperary,Republic of Ireland,Townland
13352,Clonganny,,Wexford,Republic of Ireland,Townland
13353,Clongarran,,Carlow,Republic of Ireland,Townland
13354,Clongarret,Cluain Gearóid,Offaly,Republic of Ireland,Townland
13355,Clongawny,Cluain Gamhna,Offaly,Republic of Ireland,Townland
13356,Clongawny,Cluain Gamhna,Westmeath,Republic of Ireland,Townland
13357,Clongawny Beg,Cluain Gamhna Beag,Offaly,Republic of Ireland,Townland
13358,Clongawny More,Cluain Gamhna Mór,Offaly,Republic of Ireland,Townland
13359,Clongeen,Cluain Caoin,Wexford,Republic of Ireland,Townland
13360,Clongill,Cluain an Ghaill,Meath,Republic of Ireland,Townland
13361,Clonglaskan,Cluain na Glaschon,Cork,Republic of Ireland,Townland
13362,Clongorey,Cluain Guaire,Kildare,Republic of Ireland,Townland
13363,Clongower,Cluain Gabhra,Tipperary,Republic of Ireland,Townland
13364,Clongowly,,Westmeath,Republic of Ireland,Townland
13365,Clongowna,Cluain Gamhna,Tipperary,Republic of Ireland,Townland
13366,Clongownagh,,Kildare,Republic of Ireland,Townland
13367,Clongowny,,Meath,Republic of Ireland,Townland
13368,Clonguiffin,,Meath,Republic of Ireland,Townland
13369,Clongutery,,Meath,Republic of Ireland,Townland
13370,Clonhasten,,Wexford,Republic of Ireland,Townland
13371,Clonhenret,,Wexford,Republic of Ireland,Townland
13372,Clonickilroe,,Westmeath,Republic of Ireland,Townland
13373,Clonickilvant,,Westmeath,Republic of Ireland,Townland
13374,Cloniff,Cluain Duibh,Offaly,Republic of Ireland,Townland
13375,Cloniffeen,Cluain Ifín,Offaly,Republic of Ireland,Townland
13376,Clonin,An Cluainín,Laois,Republic of Ireland,Townland
13377,Clonin,An Cluainín,Offaly,Republic of Ireland,Townland
13378,Clonincurragh,,Laois,Republic of Ireland,Townland
13379,Clonisboyle,Cluain Lios Baoill,Monaghan,Republic of Ireland,Townland
13380,Clonismullen,Cluain Lios Muilinn,Tipperary,Republic of Ireland,Townland
13381,Clonjordan,,Wexford,Republic of Ireland,Townland
13382,Clonkeady,Cluain Céide,Monaghan,Republic of Ireland,Townland
13383,Clonkeehan,Cluain Caocháin,Louth,Republic of Ireland,Townland
13384,Clonkeelan,Cluain Caoláin,Monaghan,Republic of Ireland,Townland
13385,Clonkeen,,Cavan,Republic of Ireland,Townland
13386,Clonkeen,,Kildare,Republic of Ireland,Townland
13387,Clonkeen,Cluain Caoin,Laois,Republic of Ireland,Townland
13388,Clonkeen,Cluain Caoin,Limerick,Republic of Ireland,Townland
13389,Clonkeen,Cluain Caoin,Monaghan,Republic of Ireland,Townland
13390,Clonkeen,Cluain Caoin,Monaghan,Republic of Ireland,Townland
13391,Clonkeen,Cluain Caoin,Offaly,Republic of Ireland,Townland
13392,Clonkeen,,Westmeath,Republic of Ireland,Townland
13393,Clonkeen,,Westmeath,Republic of Ireland,Townland
13394,Clonkeen,Cluain Caoin,Wicklow,Republic of Ireland,Townland
13395,Clonkeenkerrill,Cluain Caoin Cairill,Galway,Republic of Ireland,Townland
13396,Clonkeeran,,Kildare,Republic of Ireland,Townland
13397,Clonkeiffy,Cluain Chaochmhaí,Cavan,Republic of Ireland,Townland
13398,Clonkelly,Cluain Coille,Offaly,Republic of Ireland,Townland
13399,Clonkelly,Cluain Ceallaigh,Tipperary,Republic of Ireland,Townland
13400,Clonkerdin,Cluain Cheirdín,Waterford,Republic of Ireland,Townland
13401,Clonkill,,Westmeath,Republic of Ireland,Townland
13402,Clonkilly Beg,,Donegal,Republic of Ireland,Townland
13403,Clonkilly More,,Donegal,Republic of Ireland,Townland
13404,Clonkirk,Cluain Ciorcaill,Monaghan,Republic of Ireland,Townland
13405,Clonlack,Cluain Leac,Offaly,Republic of Ireland,Townland
13406,Clonlahy,Cluain Lacha,Tipperary,Republic of Ireland,Townland
13407,Clonlahy Corporation Land,,Laois,Republic of Ireland,Townland
13408,Clonlard,,Wexford,Republic of Ireland,Townland
13409,Clonlea,Cluain Lao,Clare,Republic of Ireland,Townland
13410,Clonlea,Cluain Liath,Cork,Republic of Ireland,Townland
13411,Clonleame,,Westmeath,Republic of Ireland,Townland
13412,Clonleasan,,Meath,Republic of Ireland,Townland
13413,Clonlee,Cluain Lao,Offaly,Republic of Ireland,Townland
13414,Clonleek,Cluain Liag,Monaghan,Republic of Ireland,Townland
13415,Clonleigh,Cluain Liath,Cork,Republic of Ireland,Townland
13416,Clonleigh,Cluain Liath,Wexford,Republic of Ireland,Townland
13417,Clonlisk,Cluain Leisc,Offaly,Republic of Ireland,Townland
13418,Clonloaghan,,Cavan,Republic of Ireland,Townland
13419,Clonloghan,Cluain Lócháin,Clare,Republic of Ireland,Townland
13420,Clonlonan,Cluain Lonáin,Monaghan,Republic of Ireland,Townland
13421,Clonlonan,,Westmeath,Republic of Ireland,Townland
13422,Clonloskan,,Cavan,Republic of Ireland,Townland
13423,Clonlost,Cluain Loiste,Westmeath,Republic of Ireland,Townland
13424,Clonloughna,Cluain Lóchna,Limerick,Republic of Ireland,Townland
13425,Clonlura,Cluain Lobhar,Monaghan,Republic of Ireland,Townland
13426,Clonlusk,,Meath,Republic of Ireland,Townland
13427,Clonlusk,Cluain Loiscthe,Tipperary,Republic of Ireland,Townland
13428,Clonlyon,,Laois,Republic of Ireland,Townland
13429,Clonlyon,,Meath,Republic of Ireland,Townland
13430,Clonlyon,Cluain Laighean,Offaly,Republic of Ireland,Townland
13431,Clonlyon Castlequarter,Baile Caisleáin Chluain Laighean,Offaly,Republic of Ireland,Townland
13432,Clonlyon Glebe,Gléib Chluain Laighean,Offaly,Republic of Ireland,Townland
13433,Clonmacken,Cluain Maicín,Limerick,Republic of Ireland,Townland
13434,Clonmacmara,,Cavan,Republic of Ireland,Townland
13435,Clonmacnoise,Cluain Mhic Nóis,Offaly,Republic of Ireland,Town/Village
13436,Clonmacshane,,Carlow,Republic of Ireland,Townland
13437,Clonmagaddan,Cluain Mhic Adáin,Meath,Republic of Ireland,Townland
13438,Clonmahon,,Meath,Republic of Ireland,Townland
13439,Clonmaine,Cluain Maine,Cork,Republic of Ireland,Townland
13440,Clonmaine,Cluain Meáin,Tipperary,Republic of Ireland,Townland
13441,Clonmakilladuff,Cluain Mhic Giolla Dhuibh,Tipperary,Republic of Ireland,Townland
13442,Clonmalevin,,Meath,Republic of Ireland,Townland
13443,Clonmannan,,Wicklow,Republic of Ireland,Townland
13444,Clonmany,Cluain Maine,Donegal,Republic of Ireland,Town/Village
13445,Clonmany Glebe,,Donegal,Republic of Ireland,Townland
13446,Clonmaskill,,Westmeath,Republic of Ireland,Townland
13447,Clonmass,Cluain Measa,Donegal,Republic of Ireland,Townland
13448,Clonmeen,Cluain Mín,Offaly,Republic of Ireland,Townland
13449,Clonmeenan,Cluain Mionnáin,Monaghan,Republic of Ireland,Townland
13450,Clonmeen North,Cluain Mín Thuaidh,Cork,Republic of Ireland,Townland
13451,Clonmeen North,,Laois,Republic of Ireland,Townland
13452,Clonmeen South,Cluain Mín Theas,Cork,Republic of Ireland,Townland
13453,Clonmeen South,,Laois,Republic of Ireland,Townland
13454,Clonmeenwood,,Laois,Republic of Ireland,Townland
13455,Clonmel,Cluain Meala,Offaly,Republic of Ireland,Townland
13456,Clonmel,Cluain Meala,Tipperary,Republic of Ireland,Town/Village
13457,Clonmellon,Ráistín,Westmeath,Republic of Ireland,Town/Village
13458,Clonmelsh,Cluain Meilsí,Carlow,Republic of Ireland,Townland
13459,Clonmethan,Gleann Meáin,Dublin,Republic of Ireland,Townland
13460,Clonminam,Cluain Maighneann,Laois,Republic of Ireland,Townland
13461,Clonminch,Cluain Minse,Offaly,Republic of Ireland,Townland
13462,Clonmines,,Wexford,Republic of Ireland,Townland
13463,Clonmoher,Cluain Mothair,Clare,Republic of Ireland,Townland
13464,Clonmona,Cluain Móna,Tipperary,Republic of Ireland,Townland
13465,Clonmoney North,An Chluain Mhuineach Thuaidh,Clare,Republic of Ireland,Townland
13466,Clonmoney South,An Chluain Mhuineach Theas,Clare,Republic of Ireland,Townland
13467,Clonmoney West,An Chluain Mhuineach Thiar,Clare,Republic of Ireland,Townland
13468,Clonmoran,Cluain Morna,Kilkenny,Republic of Ireland,Townland
13469,Clonmore,Cluain Mhór,Carlow,Republic of Ireland,Town/Village
13470,Clonmore,,Donegal,Republic of Ireland,Townland
13471,Clonmore,Cluain Mhór,Kilkenny,Republic of Ireland,Townland
13472,Clonmore,Cluain Mór,Laois,Republic of Ireland,Townland
13473,Clonmore,,Laois,Republic of Ireland,Townland
13474,Clonmore,Cluain Mhór,Louth,Republic of Ireland,Townland
13475,Clonmore,,Meath,Republic of Ireland,Townland
13476,Clonmore,Cluain Mór,Monaghan,Republic of Ireland,Townland
13477,Clonmore,Cluain Mór,Offaly,Republic of Ireland,Townland
13478,Clonmore,Cluain Mór,Offaly,Republic of Ireland,Townland
13479,Clonmore,Cluain Mór,Offaly,Republic of Ireland,Townland
13480,Clonmore,Cluain Mhór,Tipperary,Republic of Ireland,Townland
13481,Clonmore,Cluain Mhór,Tipperary,Republic of Ireland,Townland
13482,Clonmore,Cluain Mór,Tipperary,Republic of Ireland,Townland
13483,Clonmore,Cluain Mór,Tipperary,Republic of Ireland,Townland
13484,Clonmore,Cluain Mór,Waterford,Republic of Ireland,Townland
13485,Clonmore,,Westmeath,Republic of Ireland,Townland
13486,Clonmore,,Westmeath,Republic of Ireland,Townland
13487,Clonmore,Cluain Mór,Wexford,Republic of Ireland,Townland
13488,Clonmore,,Wexford,Republic of Ireland,Townland
13489,Clon More,Cluain Mór,Tipperary,Republic of Ireland,Townland
13490,Clonmore Lower,,Wexford,Republic of Ireland,Townland
13491,Clonmore North,Cluain Mhór Thuaidh,Tipperary,Republic of Ireland,Townland
13492,Clonmore North,Cluain Mhór Thuaidh,Tipperary,Republic of Ireland,Townland
13493,Clonmore South,Cluain Mhór Theas,Tipperary,Republic of Ireland,Townland
13494,Clonmore South,Cluain Mhór Theas,Tipperary,Republic of Ireland,Townland
13495,Clonmore Upper,,Wexford,Republic of Ireland,Townland
13496,Clonmorewalk,Cluain Mhór,Tipperary,Republic of Ireland,Townland
13497,Clonmorrill,,Westmeath,Republic of Ireland,Townland
13498,Clonmowley,,Meath,Republic of Ireland,Townland
13499,Clonmoyle,Cluain Maol,Cork,Republic of Ireland,Townland
13500,Clonmoyle,,Kildare,Republic of Ireland,Townland
13501,Clonmoyle,Cluain Maoil,Waterford,Republic of Ireland,Townland
13502,Clonmoyle,,Westmeath,Republic of Ireland,Townland
13503,Clonmoyle East,Cluain Maol Thoir,Cork,Republic of Ireland,Townland
13504,Clonmoyle West,Cluain Maol Thiar,Cork,Republic of Ireland,Townland
13505,Clonmoyle West,,Kildare,Republic of Ireland,Townland
13506,Clonmullen,Cluain Muilinn,Carlow,Republic of Ireland,Townland
13507,Clonmullin,Cloch an Mhuilinn,Kildare,Republic of Ireland,Townland
13508,Clonmult,,Cavan,Republic of Ireland,Townland
13509,Clonmult,,Cork,Republic of Ireland,Town/Village
13510,Clonmurragha,Cluain Mhurchaidh,Tipperary,Republic of Ireland,Townland
13511,Clonnagapple,Cluain na gCapall,Westmeath,Republic of Ireland,Townland
13512,Clonnageeragh,,Westmeath,Republic of Ireland,Townland
13513,Clonnagore,Cluain na nGabhar,Monaghan,Republic of Ireland,Townland
13514,Clonnalynagh,,Westmeath,Republic of Ireland,Townland
13515,Clonnamanagh,,Westmeath,Republic of Ireland,Townland
13516,Clonnasheeoge,,Wexford,Republic of Ireland,Townland
13517,Clonnestin,Cluain Oistin,Monaghan,Republic of Ireland,Townland
13518,Clonogan,,Carlow,Republic of Ireland,Townland
13519,Clonoghil,,Laois,Republic of Ireland,Townland
13520,Clonoghill,,Laois,Republic of Ireland,Townland
13521,Clonoghil Lower,Cluain Achaille Íochtarach,Offaly,Republic of Ireland,Townland
13522,Clonoghil Upper,Cluain Achaille Uachtarach,Offaly,Republic of Ireland,Townland
13523,Clonomara,Cluain Ó Mearaigh,Cork,Republic of Ireland,Townland
13524,Clononeen,,Laois,Republic of Ireland,Townland
13525,Clonony Beg,Cluain Damhna Beag,Offaly,Republic of Ireland,Townland
13526,Clonony More,Cluain Damhna Mór,Offaly,Republic of Ireland,Townland
13527,Clonoonagh,,Laois,Republic of Ireland,Townland
13528,Clonoony,Cluain Uaithne,Monaghan,Republic of Ireland,Townland
13529,Clonoose Big,,Cavan,Republic of Ireland,Townland
13530,Clonoose Little,,Cavan,Republic of Ireland,Townland
13531,Clonosey,Cluain Eosa,Cavan,Republic of Ireland,Townland
13532,Clonough,,Wexford,Republic of Ireland,Townland
13533,Clonoula,Cluain Abhla,Monaghan,Republic of Ireland,Townland
13534,Clonoulty,Cluain Abhla,Tipperary,Republic of Ireland,Town/Village
13535,Clonoulty Churchquarter,Ceathrú an Teampaill,Tipperary,Republic of Ireland,Townland
13536,Clonoulty Curragh,Currach Chluain Abhla,Tipperary,Republic of Ireland,Townland
13537,Clonoulty Hill,Cnoc Chluain Abhla,Tipperary,Republic of Ireland,Townland
13538,Clonoura,Cluain Orrtha,Tipperary,Republic of Ireland,Townland
13539,Clonownmore,,Westmeath,Republic of Ireland,Townland
13540,Clonpadden,,Wicklow,Republic of Ireland,Townland
13541,Clonpet,Cluain Peata,Tipperary,Republic of Ireland,Townland
13542,Clonpierce,,Laois,Republic of Ireland,Townland
13543,Clonpriest East,Cluain Pruachais Thoir,Cork,Republic of Ireland,Townland
13544,Clonpriest West,Cluain Pruachais Thiar,Cork,Republic of Ireland,Townland
13545,Clonrah And Glaster,Cluain Rátha agus Glasdair,Offaly,Republic of Ireland,Townland
13546,Clonraskin,Cluain Rascain,Tipperary,Republic of Ireland,Townland
13547,Clonraw,Cluain Rátha,Cavan,Republic of Ireland,Townland
13548,Clonreagh,,Westmeath,Republic of Ireland,Townland
13549,Clonreher,Cluain Reithir,Laois,Republic of Ireland,Townland
13550,Clonrelick,,Westmeath,Republic of Ireland,Townland
13551,Clonroad Beg,Cluain Ráda Beag,Clare,Republic of Ireland,Townland
13552,Clonroad More,Cluain Ráda Mór,Clare,Republic of Ireland,Townland
13553,Clonrobert,,Westmeath,Republic of Ireland,Townland
13554,Clonrobin,Cluain Roibín,Cork,Republic of Ireland,Townland
13555,Clonroche,Cluain an Róistigh,Wexford,Republic of Ireland,Town/Village
13556,Clonroe Lower,,Wexford,Republic of Ireland,Townland
13557,Clonroe Upper,,Wexford,Republic of Ireland,Townland
13558,Clonroosk,,Laois,Republic of Ireland,Townland
13559,Clonroosk Big,Cluain Rúisc Mór,Offaly,Republic of Ireland,Townland
13560,Clonroosk Little,,Laois,Republic of Ireland,Townland
13561,Clonroosk Little,Cluain Rúisc Beag,Offaly,Republic of Ireland,Townland
13562,Clonross,Cluain Ros,Meath,Republic of Ireland,Townland
13563,Clonrud,,Laois,Republic of Ireland,Townland
13564,Clonrush,,Clare,Republic of Ireland,Townland
13565,Clonrye,Cluain Riabhach,Monaghan,Republic of Ireland,Townland
13566,Clonsast,,Kildare,Republic of Ireland,Townland
13567,Clonsast Lower,Cluain Sosta Íochtarach,Offaly,Republic of Ireland,Townland
13568,Clonsast Upper,Cluain Sosta Uachtarach,Offaly,Republic of Ireland,Townland
13569,Clonsedy,Cluain Saighde,Monaghan,Republic of Ireland,Townland
13570,Clonseer,Cluain Saor,Offaly,Republic of Ireland,Townland
13571,Clonshagh,,Dublin,Republic of Ireland,Townland
13572,Clonshanbo,,Kildare,Republic of Ireland,Townland
13573,Clonshannagh,Cluain Seannach,Offaly,Republic of Ireland,Townland
13574,Clonshannon,Cluain Seanáin,Offaly,Republic of Ireland,Townland
13575,Clonshannon,,Wicklow,Republic of Ireland,Townland
13576,Clonshanny,Cluain Sionnach,Offaly,Republic of Ireland,Townland
13577,Clonshanvo,Cluain Seanbhotha,Monaghan,Republic of Ireland,Townland
13578,Clonsharragh,,Wexford,Republic of Ireland,Townland
13579,Clonshavoy,Cluain Seanmhaoil,Limerick,Republic of Ireland,Townland
13580,Clonsheever,Cluain Siabhair,Westmeath,Republic of Ireland,Townland
13581,Clonshire Beg,Cluain Siabhra Bheag,Limerick,Republic of Ireland,Townland
13582,Clonshire More,Cluain Siabhra Mhór,Limerick,Republic of Ireland,Townland
13583,Clonsilla,Cluain Saileach,Dublin,Republic of Ireland,Town/Village
13584,Clonsilla East,,Wexford,Republic of Ireland,Townland
13585,Clonsilla West,,Wexford,Republic of Ireland,Townland
13586,Clonsingle,Cluain Singil,Tipperary,Republic of Ireland,Townland
13587,Clonsingle,,Westmeath,Republic of Ireland,Townland
13588,Clonskeagh,Cluain Sceach,Dublin,Republic of Ireland,Town/Village
13589,Clonsoghey,,Laois,Republic of Ireland,Townland
13590,Clonsura,,Westmeath,Republic of Ireland,Townland
13591,Clonswords,Gleann Soird,Dublin,Republic of Ireland,Townland
13592,Clontaaffe,Cluain Tífe,Tipperary,Republic of Ireland,Townland
13593,Clontaff,Cluain Cathail,Cork,Republic of Ireland,Townland
13594,Clontaglass,Cluain Dá Ghlas,Offaly,Republic of Ireland,Townland
13595,Clontail,,Meath,Republic of Ireland,Townland
13596,Clontallagh,Cluain tSalach,Donegal,Republic of Ireland,Townland
13597,Clontarf,Cluain Tarbh,Dublin,Republic of Ireland,Town/Village
13598,Clontask,Cluain tSeasc,Monaghan,Republic of Ireland,Townland
13599,Clontead Beg,Cluain Téide Bheag,Cork,Republic of Ireland,Townland
13600,Clontead More,Cluain Téide Mhór,Cork,Republic of Ireland,Townland
13601,Clonteens,Na Cluaintíní,Westmeath,Republic of Ireland,Townland
13602,Clonteige,Cluain Taidhg,Tipperary,Republic of Ireland,Townland
13603,Clonterlough,Cluain Toirealaigh,Offaly,Republic of Ireland,Townland
13604,Clonterry,,Laois,Republic of Ireland,Townland
13605,Clonthread,,Westmeath,Republic of Ireland,Townland
13606,Clontibret,Cluain Tiobrad,Monaghan,Republic of Ireland,Town/Village
13607,Clontinteen,,Westmeath,Republic of Ireland,Townland
13608,Clontinty,Cluain Tinte,Cork,Republic of Ireland,Townland
13609,Clontoe,Cluain Teo,Monaghan,Republic of Ireland,Townland
13610,Clontotan,Cluain Tóiteáin,Offaly,Republic of Ireland,Townland
13611,Clontrain,Cluain Tréin,Monaghan,Republic of Ireland,Townland
13612,Clontreat,Cluain Tréad,Monaghan,Republic of Ireland,Townland
13613,Clontubbrid,Cluain Tiobraide,Kilkenny,Republic of Ireland,Townland
13614,Clontumpher,Cluain Tiompair,Longford,Republic of Ireland,Townland
13615,Clonturk,Cluain Toirc,Monaghan,Republic of Ireland,Townland
13616,Clonturkan,,Cavan,Republic of Ireland,Townland
13617,Clontuskert,Cluain Tuaiscirt,Galway,Republic of Ireland,Town/Village
13618,Clontybunnia,Cluainte Buinne,Monaghan,Republic of Ireland,Townland
13619,Clontycarnaghan,,Cavan,Republic of Ireland,Townland
13620,Clontycasta,Cluainte Casta,Monaghan,Republic of Ireland,Townland
13621,Clontycoe,,Laois,Republic of Ireland,Townland
13622,Clontycoo,Cluainte Cú,Cavan,Republic of Ireland,Townland
13623,Clontyduffy,,Cavan,Republic of Ireland,Townland
13624,Clontyglass,,Laois,Republic of Ireland,Townland
13625,Clontygrigny,,Cavan,Republic of Ireland,Townland
13626,Clontymullan,Cluain Tí Maoláin,Longford,Republic of Ireland,Townland
13627,Clontyseer,,Donegal,Republic of Ireland,Townland
13628,Clontytallon,,Westmeath,Republic of Ireland,Townland
13629,Clonuff,Cluain Dubh,Kildare,Republic of Ireland,Townland
13630,Clonwalsh,Cluain an Bhreatnaigh,Tipperary,Republic of Ireland,Townland
13631,Clonwhelan,Cluain Faoláin,Longford,Republic of Ireland,Townland
13632,Clonwilliam,,Wicklow,Republic of Ireland,Townland
13633,Clonybane,,Westmeath,Republic of Ireland,Townland
13634,Clonybecan,,Laois,Republic of Ireland,Townland
13635,Clonyburn,,Wexford,Republic of Ireland,Townland
13636,Clonycavan,Cluain Uí Chaomháin,Meath,Republic of Ireland,Townland
13637,Clonycurry,,Meath,Republic of Ireland,Townland
13638,Clonydonnin,Cluain Uí Dhuinnín,Westmeath,Republic of Ireland,Townland
13639,Clonyegan,,Westmeath,Republic of Ireland,Townland
13640,Clonygaheen,Cluain Uí Ghaoithín,Tipperary,Republic of Ireland,Townland
13641,Clonygarra,Cluain an Ghártha,Kilkenny,Republic of Ireland,Townland
13642,Clonygoose,,Carlow,Republic of Ireland,Townland
